id,modulo,rota,stub,uc,rf,prioridade,tipo,titulo_pt,titulo_en,passos_pt,passos_en,criterio_pt,criterio_en,status,verificado,execucao,falha,testado_por,data_teste,devolucoes,ultima_devolucao,referencia,observacoes
QA-SHL-04,news-shell,/:tenant,core/shell/global-search.service.ts,,,media,funcional,"Busca global encontra pautas, matérias, laudas, espelhos, pessoas e recursos","Global search finds assignments, stories, scripts, rundowns, people and resources",,,"Uma única caixa de busca retorna resultados de todos os tipos, agrupados","A single search box returns results of every type, grouped",nao_testado,nao,,,,,0,,,
QA-SHL-05,news-shell,/:tenant,core/shell/app-page-header.component.ts,,,baixa,interface,Cabeçalho de página presente e consistente em todas as telas,Page header present and consistent on every screen,,,"Título, caminho e ações primárias no mesmo lugar em todas as telas","Title, breadcrumb and primary actions in the same place on every screen",nao_testado,nao,,,,,0,,,
QA-SHL-06,news-shell,/:tenant,core/shell/app-seletor-colunas.component.ts,,,media,funcional,Seletor de colunas guarda a escolha por tela e por usuário,Column selector remembers the choice per screen and per user,,,Colunas escolhidas continuam aplicadas ao voltar à tela em outra sessão,Chosen columns stay applied when returning to the screen in another session,nao_testado,nao,,,,,0,,,
QA-SHL-07,news-shell,/:tenant,core/shell/app-bulk-bar.component.ts,,,media,funcional,Barra de ações em lote aparece ao marcar itens e some ao limpar,Bulk action bar appears when items are selected and disappears when cleared,,,A contagem de selecionados confere e as ações em lote agem sobre todos eles,The selected count matches and bulk actions act on all of them,nao_testado,nao,,,,,0,,,
QA-SHL-08,news-shell,/:tenant,core/shell/app-empty-state.component.ts,,,baixa,interface,Estado vazio com ação primária em toda lista sem registros,Empty state with a primary action on every list with no records,,,Lista vazia explica o que fazer e oferece o botão de criar,An empty list explains what to do and offers the create button,nao_testado,nao,,,,,0,,,
QA-SHL-09,news-shell,/:tenant,core/shell/settings-dialog.component.ts,,,media,funcional,"Diálogo de configurações aplica tema, idioma e preferências na hora","Settings dialog applies theme, language and preferences immediately",,,Mudanças valem sem recarregar a página e sobrevivem ao próximo acesso,Changes take effect without reloading the page and survive the next visit,nao_testado,nao,,,,,0,,,
QA-SHL-10,news-shell,/:tenant,core/shell/app-side-panel.component.ts,,,baixa,interface,"Painel lateral de detalhe abre, fecha e não bloqueia a lista","Detail side panel opens, closes and does not block the list",,,É possível continuar navegando na lista com o painel aberto,It is possible to keep browsing the list with the panel open,nao_testado,nao,,,,,0,,,
QA-DSH-01,news-dashboard,/:tenant/dashboard,features/dashboard/dashboard.component.ts,UC-01,,alta,funcional,Painel do dia abre com os blocos do usuário e dados reais,Daily dashboard opens with the user's blocks and real data,,,Após o login o painel carrega sem erro e com dados da emissora ativa,After login the dashboard loads with no error and with the active station's data,liberada,sim,,,Mateus Batalha,2026-09-24,0,,,
QA-DSH-02,news-dashboard,/:tenant/dashboard,features/dashboard/widgets/agora/agora-widget.component.ts,,,media,funcional,Bloco Agora mostra as apresentações e os itens do dia,Now block shows the day's presentations and items,,,O que está no ar e o que vem a seguir aparecem corretos e atualizam sozinhos,What is on air and what comes next appear correctly and refresh on their own,nao_testado,nao,,,,,0,,,
QA-DSH-03,news-dashboard,/:tenant/dashboard,features/dashboard/avisos-card/aviso-geral-dialog.component.ts,,,media,funcional,"Avisos gerais: criar, editar e excluir","General notices: create, edit and delete",,,Aviso publicado aparece para os demais usuários da emissora,A published notice appears for the station's other users,nao_testado,nao,,,,,0,,,
QA-DSH-04,news-dashboard,/:tenant/dashboard,features/dashboard/widgets/meus-lembretes/meus-lembretes-widget.component.ts,,,baixa,funcional,"Meus lembretes: criar, concluir e excluir lembrete pessoal","My reminders: create, complete and delete a personal reminder",,,Lembrete é pessoal e não aparece para outro usuário,A reminder is personal and does not show for another user,nao_testado,nao,,,,,0,,,
QA-DSH-05,news-dashboard,/:tenant/dashboard,features/dashboard/widgets/dica-dia/dica-dia-widget.component.ts,,,baixa,interface,Bloco Dica do dia alterna o conteúdo,Tip of the day block rotates its content,,,O conteúdo muda entre acessos e nunca aparece vazio,The content changes between visits and never shows empty,nao_testado,nao,,,,,0,,,
QA-DSH-06,news-dashboard,/:tenant/dashboard,features/dashboard/gerenciar-widgets-dialog/gerenciar-widgets-dialog.component.ts,,,media,funcional,"Gerenciar blocos: adicionar, remover e reordenar, com layout persistido","Manage blocks: add, remove and reorder, with a persisted layout",,,O layout escolhido volta igual no próximo acesso do mesmo usuário,The chosen layout comes back identical on the same user's next visit,nao_testado,nao,,,,,0,,,
QA-CFG-01,news-configuracao,/:tenant/configurar,features/configurar-tenant/aba-processo/aba-processo.component.ts,UC-03,RF-CONF-02,alta,funcional,"Aba Processo: ativar e desativar Pauta, Apuração e Edição","Process tab: enable and disable Assignment, Newsgathering and Copy editing",,,Etapa desativada some do fluxo e do menu; ativada volta a aparecer,A disabled stage disappears from the flow and the menu; enabled it comes back,nao_testado,nao,,,,,0,,,
QA-CFG-02,news-configuracao,/:tenant/configurar,features/configurar-tenant/aba-processo/aba-processo.component.ts,UC-03,RF-CONF-03,alta,permissao,Aba Processo: definir os perfis aprovadores de cada gate,Process tab: define the approver roles for each gate,,,Só o perfil definido consegue aprovar no gate correspondente,Only the defined role can approve at the matching gate,nao_testado,nao,,,,,0,,,
QA-CFG-03,news-configuracao,/:tenant/configurar,features/configurar-tenant/aba-contrato/aba-contrato.component.ts,UC-03,RF-CONF-04,media,funcional,Aba Contrato: limite contratual de usuários ativos,Contract tab: contractual limit of active users,,,Convidar acima do limite é bloqueado com mensagem clara,Inviting beyond the limit is blocked with a clear message,nao_testado,nao,,,,,0,,,
QA-CFG-04,news-configuracao,/:tenant/configurar,features/configurar-tenant/aba-contrato/confirmar-lock-dialog.component.ts,UC-03,RF-CONF-05,alta,funcional,Travar a configuração exige confirmação dupla,Locking the setup requires double confirmation,,,A configuração só trava após as duas confirmações explícitas,The setup only locks after both explicit confirmations,nao_testado,nao,,,,,0,,,
QA-CFG-05,news-configuracao,/:tenant/configurar,features/configurar-tenant/configurar-tenant.component.ts,UC-03,RF-CONF-05,alta,funcional,Configuração travada fica somente leitura,A locked setup becomes read-only,,,Depois de travada nenhum campo do processo aceita alteração,Once locked no process field accepts changes,nao_testado,nao,,,,,0,,,
QA-CFG-06,news-configuracao,/:tenant/configurar,features/configurar-tenant/aba-usuarios/convidar-usuario-dialog.component.ts,UC-03,RF-USER-03,alta,funcional,Aba Usuários: convidar usuário para a emissora,Users tab: invite a user to the station,,,O convidado passa a existir na lista com os papéis atribuídos,The invited user appears in the list with the assigned roles,nao_testado,nao,,,,,0,,,
QA-CFG-07,news-configuracao,/:tenant/configurar,features/configurar-tenant/aba-usuarios/editar-papeis-dialog.component.ts,UC-03,RF-USER-04,alta,permissao,Aba Usuários: editar papéis do usuário,Users tab: edit a user's roles,,,Papel removido tira o acesso correspondente na sessão seguinte do usuário,A removed role removes the matching access in the user's next session,nao_testado,nao,,,,,0,,,
QA-CFG-08,news-configuracao,/:tenant/configurar,features/configurar-tenant/aba-usuarios/desativar-usuario-dialog.component.ts,UC-03,RF-USER-05,media,funcional,Aba Usuários: desativar e reativar usuário,Users tab: deactivate and reactivate a user,,,Usuário desativado perde o acesso à emissora e volta ao ser reativado,A deactivated user loses access to the station and regains it when reactivated,nao_testado,nao,,,,,0,,,
QA-CFG-09,news-configuracao,/:tenant/configurar,features/configurar-tenant/aba-tipos-materia/aba-tipos-materia.component.ts,UC-20,RF-TIPMAT,media,funcional,"Abas Tipos de Matéria, Temas e Locução configuram o vocabulário da emissora","Story Types, Themes and Voicing tabs configure the station's vocabulary",,,O que é cadastrado aqui aparece nas listas de escolha das telas do ciclo,What is registered here appears in the pickers on the cycle screens,nao_testado,nao,,,,,0,,,
QA-PAU-01,news-pautas,/:tenant/pautas,features/pautas/lista-pautas/lista-pautas.component.ts,UC-04,RF-PAUT-03,alta,funcional,"Lista de pautas com filtros, busca, ordenação e paginação","Assignment list with filters, search, sorting and pagination",,,"Filtrar por período, tema, responsável e status devolve exatamente os registros esperados","Filtering by period, theme, owner and status returns exactly the expected records",devolvida,sim,"Testado aplicação de filtro dos campos Jornal/Programa,",,Mateus Batalha,2026-09-25,1,2026-09-25,,
QA-PAU-02,news-pautas,/:tenant/pautas,features/pautas/lista-pautas/lista-pautas.component.ts,UC-04,RF-PAUT-05,media,funcional,Mostrar descartadas revela as pautas descartadas,Show discarded reveals discarded assignments,,,Sem a marcação as descartadas não aparecem; com ela aparecem sinalizadas,Without the checkbox discarded ones do not appear; with it they appear flagged,nao_testado,nao,,,,,0,,,
QA-PAU-03,news-pautas,/:tenant/pautas/:id,features/pautas/detalhe-pauta/detalhe-pauta.component.ts,UC-04,RF-PAUT-01,alta,funcional,Criar pauta com os campos obrigatórios validados,Create an assignment with required fields validated,,,A pauta é gravada e passa a aparecer na lista para os demais usuários,The assignment is saved and shows in the list for the other users,liberada,sim,,,Mateus Batalha,2026-09-25,0,,,
QA-PAU-04,news-pautas,/:tenant/pautas/:id,features/pautas/detalhe-pauta/detalhe-pauta.component.ts,UC-04,RF-PAUT-02,alta,funcional,Editar pauta existente,Edit an existing assignment,,,A alteração persiste e o histórico registra quem alterou,The change persists and the history records who changed it,liberada,sim,,"Não há registro de quem fez a alteração, porem a edição persiste corretamente.",Mateus Batalha,2026-09-25,0,,,
QA-PAU-05,news-pautas,/:tenant/pautas/:id,features/pautas/detalhe-pauta/atribuir-pauta-dialog.component.ts,UC-04,RF-PAUT-04,alta,funcional,Atribuir pauta a repórter e a produtor responsável,Assign an assignment to a reporter and a responsible producer,,,O repórter atribuído enxerga a pauta na lista dele,The assigned reporter sees the assignment in their own list,devolvida,sim,,"Na criação de Pautas, não está sendo possível vincular nenhum reporter através do campo “Repórteres”. Nenhum dado está sendo exibido no drop down, mesmo que na base possua Pessoas do Estúdio cadastradas; ",Mateus Batalha,2026-09-25,1,2026-09-25,,
QA-PAU-06,news-pautas,/:tenant/pautas/:id,features/pautas/detalhe-pauta/picker-recursos-dialog.component.ts,UC-18,RF-RECURSO-05,media,funcional,Reservar recursos operacionais na pauta,Book operational resources on the assignment,,,Somente recursos ativos são oferecidos e a reserva fica visível na pauta,Only active resources are offered and the booking is visible on the assignment,liberada,sim,,,Mateus Batalha,2026-09-25,0,,,
QA-PAU-07,news-pautas,/:tenant/pautas/:id,features/pautas/detalhe-pauta/selecionar-pessoa-dialog.component.ts,UC-04,,media,funcional,Vincular pessoas e fontes à pauta,Link people and sources to the assignment,,,A pessoa vinculada aparece na pauta e no histórico de participação dela,The linked person appears on the assignment and in their participation history,liberada,sim,,,Mateus Batalha,2026-09-25,0,,,
QA-PAU-08,news-pautas,/:tenant/pautas/:id,features/pautas/detalhe-pauta/descartar-pauta-dialog.component.ts,UC-04,RF-PAUT-05,media,funcional,Descartar pauta com motivo registrado,Discard an assignment with the reason recorded,,,A pauta sai da lista padrão e o motivo fica consultável,The assignment leaves the default list and the reason stays available,liberada,sim,,,Mateus Batalha,2026-09-25,0,,,
QA-PAU-09,news-pautas,/:tenant/pautas,core/shell/bulk-selection.service.ts,UC-04,RF-PAUT-05,media,funcional,Descarte de pautas em lote com efeito real,Bulk discard of assignments with real effect,,,Todas as pautas marcadas são descartadas e nenhuma outra é afetada,Every checked assignment is discarded and no other one is affected,nao_testado,nao,,,,,0,,,
QA-PAU-10,news-pautas,/:tenant/pautas,features/pautas/imprimir-pauta/imprimir-pauta-dialog.component.ts,UC-04,,media,interface,Imprimir pauta no formato da redação,Print the assignment in the newsroom format,,,"A impressão sai legível, sem menus e com todos os campos da pauta","The printout is legible, with no menus and with every assignment field",nao_testado,nao,,,,,0,,,
QA-APU-01,news-apuracao,/:tenant/pautas/:id,core/services/apuracao.service.ts,UC-05,RF-APUR-01,alta,funcional,Criar apuração vinculada à pauta,Create newsgathering linked to the assignment,,,A apuração nasce ligada à pauta e as duas se enxergam,The newsgathering is born linked to the assignment and both reference each other,nao_testado,nao,,,,,0,,,
QA-APU-02,news-apuracao,/:tenant/pautas/:id,core/state/apuracao.state.ts,UC-05,RF-APUR-04,alta,funcional,Registrar notas de apuração,Record newsgathering notes,,,O texto é gravado no servidor e não se perde ao sair da tela,The text is saved on the server and is not lost when leaving the screen,nao_testado,nao,,,,,0,,,
QA-APU-03,news-apuracao,/:tenant/pautas/:id,core/services/midia.service.ts,UC-05,RF-APUR-02,alta,funcional,Anexar sonora à apuração e ouvir na tela,Attach a soundbite to the newsgathering and play it on screen,,,"O áudio sobe, aparece na lista de anexos e toca sem baixar o arquivo","The audio uploads, appears in the attachment list and plays without downloading the file",nao_testado,nao,,,,,0,,,
QA-APU-04,news-apuracao,/:tenant/pautas/:id,core/services/media-blob.service.ts,UC-05,RF-APUR-03,media,funcional,Anexar imagem e documento à apuração,Attach an image and a document to the newsgathering,,,Arquivo grande sobe sem travar a tela e fica disponível para download,A large file uploads without freezing the screen and stays available for download,nao_testado,nao,,,,,0,,,
QA-APU-05,news-apuracao,/:tenant/pautas/:id,core/services/apuracao.service.ts,UC-05,RF-APUR-05,media,funcional,Finalizar apuração,Finish the newsgathering,,,Apuração finalizada fica somente leitura e libera a criação da matéria,A finished newsgathering becomes read-only and unlocks story creation,nao_testado,nao,,,,,0,,,
QA-MAT-01,news-materias,/:tenant/materias,features/materias/lista-materias/lista-materias.component.ts,UC-06,RF-MATE-02,alta,funcional,"Lista de matérias com filtros por status, tema, repórter e período","Story list with filters by status, theme, reporter and period",,,Cada combinação de filtro devolve o conjunto correto de matérias,Each filter combination returns the correct set of stories,nao_testado,nao,,,,,0,,,
QA-MAT-02,news-materias,/:tenant/materias,features/materias/kanban-materias/kanban-materias.component.ts,UC-06,,alta,funcional,Kanban de matérias por status com arrastar entre colunas,Story kanban by status with dragging between columns,,,Arrastar o cartão muda o status de verdade e a lista reflete a mudança,Dragging the card actually changes the status and the list reflects it,nao_testado,nao,,,,,0,,,
QA-MAT-03,news-materias,/:tenant/materias/:id,features/materias/detalhe-materia/detalhe-materia.component.ts,UC-06,RF-MATE-01,alta,funcional,Criar matéria do zero,Create a story from scratch,,,"A matéria é gravada com autor, data e status em redação","The story is saved with author, date and in-writing status",nao_testado,nao,,,,,0,,,
QA-MAT-04,news-materias,/:tenant/materias/:id,features/materias/detalhe-materia/detalhe-materia.component.ts,UC-06,RF-MATE-01,alta,funcional,Criar matéria a partir de uma pauta,Create a story from an assignment,,,A matéria nasce com os dados da pauta e o vínculo fica visível nas duas telas,The story is born with the assignment's data and the link is visible on both screens,nao_testado,nao,,,,,0,,,
QA-MAT-05,news-materias,/:tenant/materias/:id,features/materias/detalhe-materia/detalhe-materia.component.ts,UC-06,RF-MATE-02,alta,funcional,Editor de texto da matéria preserva formatação e conteúdo,The story text editor preserves formatting and content,,,Sair e voltar à matéria devolve o texto exatamente como foi salvo,Leaving and returning to the story brings the text back exactly as saved,nao_testado,nao,,,,,0,,,
QA-MAT-06,news-materias,/:tenant/materias/:id,features/materias/detalhe-materia/template-picker-dialog.component.ts,UC-06,,media,funcional,Modelos de matéria: escolher e aplicar um modelo,Story templates: pick and apply a template,,,O modelo preenche a estrutura da matéria sem apagar o que já foi escrito,The template fills the story structure without erasing what was already written,nao_testado,nao,,,,,0,,,
QA-MAT-07,news-materias,/:tenant/materias/:id,features/materias/detalhe-materia/adicionar-midia-dialog.component.ts,UC-06,,alta,funcional,Adicionar mídia à matéria,Add media to the story,,,O arquivo fica anexado à matéria e some ao ser removido,The file stays attached to the story and disappears when removed,nao_testado,nao,,,,,0,,,
QA-MAT-08,news-materias,/:tenant/materias/:id,features/materias/detalhe-materia/player-midia-dialog.component.ts,UC-06,,media,funcional,Ouvir a mídia da matéria na própria tela,Play the story's media on the screen itself,,,"O player abre, toca, pausa e mostra a posição correta","The player opens, plays, pauses and shows the correct position",nao_testado,nao,,,,,0,,,
QA-MAT-09,news-materias,/:tenant/materias/:id,features/materias/detalhe-materia/preview-ia-midia-materia-dialog.component.ts,UC-06,,baixa,integracao,Pré-visualização e transcrição de mídia por IA,AI media preview and transcription,,,A transcrição volta associada à mídia certa e pode ser copiada para a matéria,The transcription comes back tied to the right media and can be copied into the story,nao_testado,nao,,,,,0,,,
QA-MAT-10,news-materias,/:tenant/materias/:id,features/materias/detalhe-materia/lista-versoes-dialog.component.ts,UC-06,,media,funcional,Versões da matéria: listar e restaurar uma versão anterior,Story versions: list and restore an earlier version,,,Restaurar traz o conteúdo antigo sem apagar as versões seguintes,Restoring brings back the old content without erasing the later versions,nao_testado,nao,,,,,0,,,
QA-MAT-11,news-materias,/:tenant/materias/:id,features/materias/detalhe-materia/submeter-materia-dialog.component.ts,UC-06,RF-MATE-03,alta,funcional,Submeter matéria ao Gate 1,Submit the story to Gate 1,,,A matéria muda para submetida e chega ao aprovador,The story turns to submitted and reaches the approver,nao_testado,nao,,,,,0,,,
QA-MAT-12,news-materias,/:tenant/materias/:id,features/materias/detalhe-materia/publicar-materia-dialog.component.ts,UC-07,RF-MATE-04,alta,funcional,Aprovar matéria no Gate 1,Approve the story at Gate 1,,,Só o perfil aprovador consegue aprovar e a matéria fica disponível para virar lauda,Only the approver role can approve and the story becomes available to turn into a script,nao_testado,nao,,,,,0,,,
QA-MAT-13,news-materias,/:tenant/materias/:id,features/materias/detalhe-materia/rejeitar-materia-dialog.component.ts,UC-07,RF-MATE-05,alta,funcional,Rejeitar matéria no Gate 1 com motivo obrigatório,Reject the story at Gate 1 with a mandatory reason,,,Sem motivo a rejeição não conclui; com motivo o redator recebe o texto,Without a reason the rejection does not complete; with one the writer receives the text,nao_testado,nao,,,,,0,,,
QA-MAT-14,news-materias,/:tenant/materias/:id,features/materias/detalhe-materia/descartar-materia-dialog.component.ts,UC-06,RF-MATE-06,media,funcional,"Descartar, arquivar e reabrir matéria","Discard, archive and reopen a story",,,Cada ação muda o status corretamente e a matéria reaberta volta a ser editável,Each action changes the status correctly and a reopened story becomes editable again,nao_testado,nao,,,,,0,,,
QA-MAT-15,news-materias,/:tenant/materias/:id,features/materias/detalhe-materia/detalhe-materia.component.ts,UC-06,,media,interface,"Vínculos Pauta, Apuração e Matéria navegáveis em um clique","Assignment, Newsgathering and Story links navigable in one click",,,Da matéria chega-se à pauta e à apuração de origem e volta,From the story one reaches the source assignment and newsgathering and comes back,nao_testado,nao,,,,,0,,,
QA-MAT-16,news-materias,/:tenant/materias,features/materias/imprimir-materia/imprimir-materia-dialog.component.ts,UC-06,,baixa,interface,Imprimir matéria,Print the story,,,"A impressão traz texto, autor, data e classificação, sem elementos de tela","The printout carries text, author, date and classification, with no screen elements",nao_testado,nao,,,,,0,,,
QA-LAU-01,news-laudas,/:tenant/laudas,features/laudas/lista-laudas/lista-laudas.component.ts,UC-08,RF-LAUD-02,alta,funcional,"Lista de laudas com filtros, busca e paginação","Script list with filters, search and pagination",,,"Encontrar a lauda por status, programa, autor e período funciona em conjunto","Finding the script by status, program, author and period works in combination",nao_testado,nao,,,,,0,,,
QA-LAU-02,news-laudas,/:tenant/laudas/nova-da-materia/:materiaId,features/laudas/detalhe-lauda/detalhe-lauda.component.ts,UC-08,RF-LAUD-01,alta,funcional,Criar lauda a partir de matéria aprovada,Create a script from an approved story,,,A lauda nasce com o conteúdo da matéria e mantém o vínculo,The script is born with the story's content and keeps the link,nao_testado,nao,,,,,0,,,
QA-LAU-03,news-laudas,/:tenant/laudas/nova,features/laudas/detalhe-lauda/detalhe-lauda.component.ts,UC-08,RF-LAUD-01,media,funcional,"Criar lauda avulsa, sem matéria vinculada","Create a standalone script, with no linked story",,,A lauda avulsa segue o mesmo fluxo de aprovação das demais,The standalone script follows the same approval flow as the others,nao_testado,nao,,,,,0,,,
QA-LAU-04,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/importar-materia-dialog.component.ts,UC-08,RF-LAUD-01,media,funcional,Importar conteúdo de matéria para a lauda,Import story content into the script,,,Só matérias aprovadas são oferecidas e o texto entra sem perder formatação,Only approved stories are offered and the text comes in without losing formatting,nao_testado,nao,,,,,0,,,
QA-LAU-05,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/area-locucao.component.ts,UC-08,RF-LAUD-02,alta,funcional,Área de locução: escrever e formatar o texto lido no ar,Voicing area: write and format the text read on air,,,O texto de locução é gravado separado da área técnica e não se mistura,The voicing text is saved separately from the technical area and does not mix,nao_testado,nao,,,,,0,,,
QA-LAU-06,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/area-tecnica.component.ts,UC-08,RF-LAUD-02,alta,funcional,Área técnica: marcações de operação da lauda,Technical area: the script's operation cues,,,As marcações técnicas aparecem no visualizador e na impressão,The technical cues appear in the viewer and in the printout,nao_testado,nao,,,,,0,,,
QA-LAU-07,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/tempos-rodape.component.ts,UC-08,,media,funcional,Contagem de caracteres e tempo estimado de leitura,Character count and estimated reading time,,,O tempo estimado acompanha a digitação e bate com a duração real da leitura,The estimate follows typing and matches the real reading duration,nao_testado,nao,,,,,0,,,
QA-LAU-08,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/tempo-manual-dialog.component.ts,UC-08,,media,funcional,Informar tempo manual por item da lauda,Enter a manual duration per script item,,,O tempo informado à mão prevalece sobre o estimado e soma no rodapé,The manually entered duration overrides the estimate and adds up in the footer,nao_testado,nao,,,,,0,,,
QA-LAU-09,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/dialogs-midia/upload-midia-dialog.component.ts,UC-08,,alta,funcional,Anexar mídia à lauda por upload,Attach media to the script by upload,,,"O arquivo sobe, fica listado e toca na própria lauda","The file uploads, gets listed and plays inside the script",nao_testado,nao,,,,,0,,,
QA-LAU-10,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/dialogs-midia/gravar-midia-dialog.component.ts,UC-08,,media,funcional,Gravar áudio direto na lauda,Record audio straight into the script,,,A gravação é salva como mídia da lauda e pode ser ouvida em seguida,The recording is saved as script media and can be played right after,nao_testado,nao,,,,,0,,,
QA-LAU-11,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/dialogs-midia/biblioteca-midias-dialog.component.ts,UC-08,,media,funcional,Escolher mídia já existente pela biblioteca,Pick existing media from the library,,,A mídia escolhida é reaproveitada sem duplicar o arquivo,The chosen media is reused without duplicating the file,nao_testado,nao,,,,,0,,,
QA-LAU-12,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/submeter-lauda-dialog.component.ts,UC-09,RF-LAUD-03,alta,funcional,Submeter lauda ao Gate 2 e retirar a submissão,Submit the script to Gate 2 and withdraw the submission,,,O redator consegue retirar a submissão enquanto não houver decisão,The writer can withdraw the submission while no decision has been made,nao_testado,nao,,,,,0,,,
QA-LAU-13,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/detalhe-lauda.component.ts,UC-09,RF-LAUD-04,alta,funcional,Aprovar lauda no Gate 2,Approve the script at Gate 2,,,Só o perfil aprovador aprova e a lauda fica disponível para o espelho,Only the approver role approves and the script becomes available for the rundown,nao_testado,nao,,,,,0,,,
QA-LAU-14,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/rejeitar-lauda-dialog.component.ts,UC-09,RF-LAUD-05,alta,funcional,Rejeitar lauda no Gate 2 com motivo obrigatório,Reject the script at Gate 2 with a mandatory reason,,,A lauda volta para o redator com o motivo visível na tela dele,The script returns to the writer with the reason visible on their screen,nao_testado,nao,,,,,0,,,
QA-LAU-15,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/confirmar-editar-aprovada-dialog.component.ts,UC-10,RF-LAUD-06,alta,funcional,Editar lauda aprovada gera nova versão e volta para reaprovação,Editing an approved script creates a new version and returns it for re-approval,,,O aviso aparece antes da edição e a versão nova nasce pendente de aprovação,The warning appears before editing and the new version is born pending approval,nao_testado,nao,,,,,0,,,
QA-LAU-16,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/ver-versao-dialog.component.ts,UC-11,RF-LAUD-08,media,funcional,Listar e visualizar versões anteriores da lauda,List and view earlier script versions,,,"Toda versão aparece com autor, data e número, e abre em leitura","Every version shows author, date and number, and opens read-only",nao_testado,nao,,,,,0,,,
