id,modulo,rota,stub,uc,rf,prioridade,tipo,titulo_pt,titulo_en,passos_pt,passos_en,criterio_pt,criterio_en,status,verificado,execucao,falha,testado_por,data_teste,devolucoes,ultima_devolucao,referencia,observacoes
QA-008,aud-ouvintes,,,E1; ANG-01/02; AUD-08/09,,alta,dados,Concorrência de cadastro,Record concurrency,Abrir o mesmo ouvinte em duas sessões; salvar A; salvar B com o token antigo. Inspecionar GET e PUT no BFF.,Open the same listener in two sessions; save A; save B with the old token. Inspect GET and PUT on the BFF.,GET contém filledFieldsMask e concurrency; segundo salvamento retorna conflito HTTP 409 sem sobrescrever A; interface orienta recarga.,GET contains filledFieldsMask and concurrency; the second save returns an HTTP 409 conflict without overwriting A; the interface prompts a reload.,liberada,sim,"- Editando cadastro do ouvintes com duas sessões diferentes, o sistema mantém somente a primeira edição a segundo é exibido alerta informando ao usuário que já ocorreu em outra sessão.",,Alisson Delatim,2026-09-24,0,,,
QA-009,aud-ouvintes,,,E1; ANG-01/02; AUD-08/09,,media,funcional,Busca e paginação,Search and pagination,"Buscar por nome/contato, ordenar, mudar página e solicitar página além do fim.","Search by name/contact, sort, change page and request a page past the end.",Filtros consistentes; sem repetição/perda por ordenação; página vazia preserva total do filtro.,Consistent filters; no repetition/loss due to sorting; an empty page preserves the filter total.,liberada,sim,"- Filtro de nome do ouvinte está retornando aderência correspondente com a pesquisa feita. 

- Ordenação está realizada corretamente.

- Paginação funcionado corretamente.",,Alisson Delatim,2026-09-24,0,,,
QA-010,aud-ouvintes,,,E1; ANG-01/02; AUD-08/09,,alta,dados,Identidade de canal,Channel identity,Receber mensagens de duas pessoas com mesmo nome/handle e IDs de conta distintos; repetir com mesmo Channel/ExternalId.,Receive messages from two people with the same name/handle and distinct account IDs; repeat with the same Channel/ExternalId.,Nome/handle não funde pessoas automaticamente; mesmo par de conta é sinal determinístico de duplicidade.,Name/handle does not merge people automatically; the same account pair is a deterministic duplicate signal.,liberada,sim,- Se não fazer a mescla dos ouvintes com as plataformas unificando será contabilizado como mais de uma pessoa participante da promoção. ,,Alisson Delatim,2026-09-24,0,,,
QA-011,aud-ouvintes,,,E1; ANG-01/02; AUD-08/09,,alta,funcional,Mesclar e desfazer,Merge and undo,"Criar duplicados com contatos e participações; selecionar principal, comparar, mesclar e desfazer dentro da janela permitida.","Create duplicates with contacts and participations; select the primary, compare, merge and undo within the allowed window.",Históricos/vínculos conservados; principal correto; auditoria e reversão coerentes. Executar também o roteiro de mescla piloto referenciado.,Histories/links preserved; correct primary; consistent audit and reversal. Also run the referenced pilot merge script.,liberada,sim,"- Criado ouvintes duplicados com participações das promoções.

- Feito a comparação de cadastro o cadastro principal (Origem) com cadastro secundário.","- Após descartado a mescla não tem como refazer, caso o usuário errou na junção dos dados.",Alisson Delatim,2026-09-24,0,,"Catálogo anterior: QA-AUD-03, QA-AUD-07",
QA-012,aud-ouvintes,,,E1; ANG-01/02; AUD-08/09,,media,dados,Conflitos de mescla,Merge conflicts,"Tentar mesclar consigo, outra estação, registro já alterado e desfazer snapshot vencido.","Try to merge with itself, another station, an already changed record, and undo an expired snapshot.",Operações inválidas recusadas sem mescla parcial nem perda de dados.,Invalid operations rejected with no partial merge and no data loss.,liberada,sim,"- Em outra estação usa mesmo ouvintes de outra emissora, pois é mult tenent.",,Alisson Delatim,2026-09-24,0,,,
QA-013,aud-ouvintes,,,E1; ANG-01/02; AUD-08/09,,alta,funcional,Bloqueio auditável,Auditable block,Bloquear com motivo; conferir data/origem na ficha e relatório; filtrar por origem; desbloquear.,Block with a reason; check date/source on the listener record and report; filter by source; unblock.,"Motivo, data e origem persistem; filtros e estado refletem a operação; bloqueio impede elegibilidade conforme regra do sorteio.","Reason, date and source persist; filters and state reflect the operation; the block prevents eligibility according to the draw rule.",liberada,sim,- É possível bloquear e informar quantos dias.,- Não é possível passar o motivo/informativo do bloqueio.,Alisson Delatim,2026-09-24,0,,,
QA-AUD-01,aud-ouvintes,/:tenant/audience/listeners,Frontends/InfoRadio.Front.React/src/features/audience/listener,E1; A-002,Onda 1,alta,dados,Ouvinte com CPF já existente é sinalizado como possível duplicado,A listener with an existing CPF is flagged as a possible duplicate,,,Salvar o segundo cadastro com o mesmo CPF gera um match de alta confiança em vez de criar duplicado em silêncio,Saving a second record with the same CPF raises a high-confidence match instead of silently creating a duplicate,liberada,sim,,- Está deixando criar com CPF/RG/EMAIL duplicados.,Alisson Delatim,2026-09-24,0,,,
QA-AUD-02,aud-ouvintes,/:tenant/audience/listeners,Frontends/InfoRadio.Front.React/src/features/audience/listener,E1; A-002,Onda 1,alta,funcional,Fila de possíveis duplicados mostra o motivo e os dados lado a lado,The possible-duplicates queue shows the reason and the records side by side,,,"Cada par candidato exibe o motivo do match e o score, com os dois cadastros comparáveis na tela","Each candidate pair shows the match reason and score, with both records comparable on screen",nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,,
QA-AUD-04,aud-ouvintes,/:tenant/audience/listeners,Services/Audience/InfoRadio.Audience.Domain,E1; A-003,Onda 1,alta,dados,Campos em conflito na mescla mantêm os do mestre,Conflicting fields on merge keep the master's values,,,Campo vazio no mestre é preenchido com o do absorvido; campo preenchido nos dois mantém o do mestre e registra o descarte no log,An empty master field is filled from the absorbed one; a field filled in both keeps the master's and logs the discard,nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,,
QA-AUD-05,aud-ouvintes,/:tenant/audience/listeners,Services/Audience/InfoRadio.Audience.Domain,E1; A-003,Onda 1,alta,dados,Bloqueio sobrevive à mescla,A block survives the merge,,,"Se qualquer um dos dois cadastros estava bloqueado, o ouvinte mestre continua bloqueado","If either record was blocked, the master listener stays blocked",nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,,
QA-AUD-06,aud-ouvintes,/:tenant/audience/listeners,Services/Audience/InfoRadio.Audience.Domain,E1; A-003,Onda 1,alta,dados,Sorteio já realizado não muda de ganhador após a mescla,An already-run draw does not change its winner after a merge,,,O histórico permanece intocado; só a elegibilidade e as contagens futuras passam a usar o mestre,History stays untouched; only future eligibility and counts start using the master,liberada,sim,"- o ouvinte ganhador fica vinculado mesmo mesclado, não vai repetir as informações por causa da mesma mais de um cadastro de ouvinte.",,Alisson Delatim,2026-09-24,0,,,
QA-AUD-08,aud-ouvintes,/:tenant/audience/listeners,Frontends/InfoRadio.Front.React/src/features/audience/listener,E1,Onda 1,media,funcional,Marcar um par como não é duplicado,Mark a pair as not a duplicate,,,"O par deixa de aparecer nas sugestões, e a decisão fica registrada e é reversível","The pair stops showing in the suggestions, and the decision is recorded and reversible",nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,,
QA-AUD-09,aud-ouvintes,/:tenant/audience/interactions,Frontends/InfoRadio.Front.React/src/features/audience/interactions,E1,Onda 1,media,funcional,Associar uma conversa de canal novo a um ouvinte existente,Attach a conversation from a new channel to an existing listener,,,A identidade do canal é vinculada ao ouvinte e o histórico se consolida sem criar cadastro novo,The channel identity is linked to the listener and history consolidates without creating a new record,liberada,sim,- É possível fazer a associação na conversa.,,Alisson Delatim,2026-09-24,0,,,
QA-AUD-10,aud-ouvintes,/:tenant/audience/listeners,Services/Audience/InfoRadio.Audience.Api/Controllers/ListenersController.cs,E1,Onda 1,alta,permissao,Mesclar e desfazer restritos por perfil,Merge and undo restricted by role,,,Usuário sem o perfil de segurança não vê a ação e é recusado se chamar a API direto,A user without the security role neither sees the action nor succeeds calling the API directly,liberada,sim,- É possível desfazer a mescla.,,Alisson Delatim,2026-09-24,0,,,
QA-AUD-126,aud-ouvintes,/:tenant/audience/listeners,Frontends/InfoRadio.Front.React/src/features/audience/listener,T0; A-032,Onda 0,media,funcional,Busca encontra por qualquer parte do texto,Search finds any part of the text,,,"Digitar um trecho do meio do nome traz o registro, sem exigir o começo exato","Typing a fragment from the middle of the name returns the record, with no need for the exact beginning",liberada,sim,- A busca é encontrada por qualquer parte do texto. ,,Alisson Delatim,2026-09-24,0,,,
QA-014,aud-importacao,,,E14; AUD-02/03; TEC-04,,alta,funcional,Origem e prévia,Source and preview,"Escolher CSV e depois InfoAudience; enviar arquivo válido; percorrer prévia, simulação, revisão e confirmação.","Choose CSV and then InfoAudience; upload a valid file; go through preview, simulation, review and confirmation.",InfoAudience significa upload de CSV extraído externamente; não há conexão automática ao banco legado. Simulação não altera cadastro final.,InfoAudience means uploading an externally extracted CSV; there is no automatic connection to the legacy database. Simulation does not change the final records.,liberada,sim,"- Enviado arquivo com sucesso.

- Feito a previa dados foram computados corretamente.

- Feito a simulação de acordo com arquivo excel.

- Feito a Revisão dos erros, sem nenhum erro na 
planilha.

- Feito a confirmação e a exportação foi feita com sucesso.",,Alisson Delatim,2026-09-24,0,,"Catálogo anterior: QA-AUD-11, QA-AUD-12",
QA-015,aud-importacao,,,E14; AUD-02/03; TEC-04,,media,dados,Arquivo inválido,Invalid file,"Enviar cabeçalho incorreto, campo obrigatório ausente, telefone/data inválidos e arquivo misto válido/inválido.","Upload an incorrect header, a missing required field, invalid phone/date and a mixed valid/invalid file.","Erros identificam linhas e motivos; contagens de válidos, erros e conflitos reconciliam com o arquivo.","Errors identify rows and reasons; counts of valid rows, errors and conflicts reconcile with the file.",liberada,sim,"- A importação deixará de funcionar caso qualquer um dos nomes das colunas da tabela do Excel seja modificado.

- Os campos “data” e “telefone” não são obrigatórios no momento. Porém, se estiverem vazios, o sistema considera como erro e o ouvinte não é importado.",,Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-13,
QA-016,aud-importacao,,,E14; AUD-02/03; TEC-04,,alta,dados,Identidade explícita,Explicit identity,Importar IdExterno distintos com telefone compartilhado; repetir IDs; misturar linhas com/sem ID nas duas ordens.,Import distinct IdExterno values with a shared phone; repeat IDs; mix rows with/without ID in both orders.,ID explícito prevalece; ID repetido no arquivo gera erro; linhas sem ID deduplicam por contato entre si; ordem não troca identidade.,Explicit ID prevails; an ID repeated in the file raises an error; rows without ID deduplicate among themselves by contact; order does not swap identity.,liberada,sim,,"- Na importação, a presença de valor no campo idExterno gera erro; a ausência de valor (campo vazio) permite que o registro seja importado",Alisson Delatim,2026-09-24,0,,,
QA-017,aud-importacao,,,E14; AUD-02/03; TEC-04,,alta,dados,Origem do legado,Legacy source,"Usar OrigemSistema, OrigemId e CadastradoEm; reimportar o mesmo par; testar mesmo OrigemId em sistemas diferentes e par incompleto.","Use OrigemSistema, OrigemId and CadastradoEm; reimport the same pair; test the same OrigemId in different systems and an incomplete pair.",Par de origem identifica o registro; reimportação não cria cópia indevida; par incompleto é inválido; data original persiste separada da importação.,The source pair identifies the record; reimport does not create an improper copy; an incomplete pair is invalid; the original date persists separately from the import.,liberada,sim,"- Os campos OrigemSistema e OrigemId funcionam como um par obrigatório e chave composta, rejeitando registros incompletos ou duplicados no mesmo arquivo.",,Alisson Delatim,2026-09-24,0,,,
QA-018,aud-importacao,,,E14; AUD-02/03; TEC-04,,alta,dados,Confirmar e reconciliar,Confirm and reconcile,"Executar lote com novos, existentes e conflitos resolvidos; comparar contagens antes/depois, relatório do lote e consulta dos cadastros.","Run a batch with new records, existing records and resolved conflicts; compare before/after counts, the batch report and the records query.",Somente decisões confirmadas aplicadas; totais fecham; histórico do lote registra origem e resultado.,Only confirmed decisions applied; totals match; the batch history records source and result.,liberada,sim,- O erro incomplete_source_record ocorreu por preenchimento parcial dos dados de origem (OrigemSistema sem OrigemId ou vice-versa).,,Alisson Delatim,2026-09-24,0,,"Catálogo anterior: QA-AUD-14, QA-AUD-15, QA-AUD-17, QA-AUD-18",
QA-019,aud-importacao,,,E14; AUD-02/03; TEC-04,,alta,funcional,Reversão de lote,Batch reversal,Desfazer lote elegível e conferir contatos/vínculos; tentar desfazer depois de alterações que impeçam reversão segura.,Undo an eligible batch and check contacts/links; try to undo after changes that prevent a safe reversal.,Reversão restaura o estado permitido e audita; conflito não apaga alterações posteriores silenciosamente.,Reversal restores the allowed state and is audited; a conflict does not silently erase later changes.,liberada,sim,"- Ouvintes importados que possuem vínculo com uma promoção não serão mais removidos ao desfazer o lote

- Permitida a reversão de lotes de importação para ouvintes que tiveram o nome alterado.",,Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-16,
QA-020,aud-importacao,,,E14; AUD-02/03; TEC-04,,media,integracao,Ensaio legado real,Real legacy rehearsal,"Com Dev/Ops, seguir LEIA-ME do A-005 e roteiro Gate A; confrontar CSV com origem e executar reimportação.","With Dev/Ops, follow the A-005 README and the Gate A script; compare the CSV against the source and run a reimport.",Mapa e contagens comprovados com dump real e ambiente identificado; sem expectativa de migrar promoções/sorteios/histórico nesta entrega.,Mapping and counts proven with a real dump and an identified environment; no expectation of migrating promotions/draws/history in this delivery.,nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,,
QA-AUD-19,aud-importacao,,Services/Audience/InfoRadio.Audience.Api/Controllers/ListenerImportsController.cs,E14; A-005,Onda 1,alta,integracao,Importar ouvintes e histórico do InfoAudience legado,Import listeners and history from the legacy InfoAudience,,,"Participações, sorteios, ganhadores e brindes chegam com os vínculos preservados","Participations, draws, winners and prizes arrive with their links preserved",liberada,sim,- Importação do ouvinte é realizada do legado para web é realizado.,"- Histórico não é possível, pois é importado em arquivo csv. ",Alisson Delatim,2026-09-24,0,,,
QA-AUD-20,aud-importacao,/:tenant/audience/listener-import,Services/Audience/InfoRadio.Audience.Api/Controllers/ListenerImportsController.cs,E14,Onda 1,alta,permissao,Importação restrita ao perfil autorizado,Import restricted to the authorized role,,,Usuário sem permissão não alcança a tela nem os endpoints de importação,A user without permission reaches neither the screen nor the import endpoints,liberada,sim,- Usuário sem a permissão fica oculto a função de exportação;.,,Alisson Delatim,2026-09-24,0,,,
QA-021,aud-atendimento,,,E13; AUD-13/14/17; TEC-02/07,,alta,funcional,Fluxo de atendimento,Service desk flow,"Receber mensagem, assumir conversa, responder, pesquisar histórico e concluir; repetir nos canais habilitados.","Receive a message, take over the conversation, reply, search the history and close it; repeat on the enabled channels.","Mensagem aparece uma vez na conversa correta; status, atendente e histórico persistem após recarga.","The message appears once in the correct conversation; status, agent and history persist after reload.",liberada,sim,- Atendente manda mensagem do G.O via WhatsApp está funcionando.,"- Atendente envia mensagem no G.O com a integração do Instagram. Não funciona.

- Atendente envia mensagem no G.O com a integração do Facebook. Não funciona.

- No aplicativo do G.O não está recebendo mensagem do ouvinte na integração com
Telegram.

- Fluxo de mensagem do ouvinte ao atende as vezes não está enviando.",Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-108,
QA-022,aud-atendimento,,,E13; AUD-13/14/17; TEC-02/07,,alta,funcional,Anexos,Attachments,"Enviar/receber imagem, áudio e arquivo; reproduzir, baixar e conferir nome/tipo; testar upload inválido.","Send/receive image, audio and file; play, download and check name/type; test an invalid upload.","Conteúdo utilizável, erros claros; áudio pode ser ouvido/editado quando aplicável; duração e corte conferidos com áudio real.","Usable content, clear errors; audio can be listened to/edited when applicable; duration and trimming checked with real audio.",liberada,sim,"- Atendimento enviando via WhatsApp anexo do tipo imagem, pdf ,está enviando e baixando.

-  Atendimento enviando arquivo de áudio via WhatsApp, Instagram e Facebook , está funcionando.
",,Alisson Delatim,2026-09-24,0,,,
QA-023,aud-atendimento,,,E13; AUD-13/14/17; TEC-02/07,,alta,dados,Metadados de arquivo,File metadata,"Com Dev, adulterar nome, MIME e categoria no frame de envio mantendo a URL; tentar blob inexistente.","With Dev, tamper with name, MIME and category in the send frame while keeping the URL; try a nonexistent blob.",Metadados utilizados vêm do blob autenticado; inexistente é recusado. Exige prova no storage real.,Metadata used comes from the authenticated blob; a nonexistent one is rejected. Requires proof on the real storage.,nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,,
QA-024,aud-atendimento,,,E13; AUD-13/14/17; TEC-02/07,,media,integracao,Reações,Reactions,"Adicionar, trocar e remover reação; reentregar evento e comparar horário do provedor.","Add, change and remove a reaction; redeliver the event and compare the provider timestamp.",Estado atualizado sem reação fantasma; Removed e ReactedAt chegam ao consumidor; horário não é simplesmente o do processamento.,State updated with no ghost reaction; Removed and ReactedAt reach the consumer; the timestamp is not simply the processing time.,nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-110,QA-AUD-110 (catálogo anterior): Item de Onda 3; não localizado na varredura de 2026-09-09
QA-025,aud-atendimento,,,E13; AUD-13/14/17; TEC-02/07,,alta,integracao,Mensagem excluída,Deleted message,"No canal suportado, excluir mensagem no provedor e recarregar a conversa.","On the supported channel, delete a message at the provider and reload the conversation.",Marcador de exclusão pelo ouvinte substitui a remoção da linha; contexto/histórico não desaparecem.,A deleted-by-listener marker replaces removing the row; context/history do not disappear.,nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-109,QA-AUD-109 (catálogo anterior): Item de Onda 3; não localizado na varredura de 2026-09-09
QA-026,aud-atendimento,,,E13; AUD-13/14/17; TEC-02/07,,alta,integracao,Comentários Instagram,Instagram comments,"Com assinatura comments habilitada, comentar publicação e responder comentário; enviar também DM e comentário Facebook.","With the comments subscription enabled, comment on a post and reply to a comment; also send a DM and a Facebook comment.",Instagram entra como publicação/comentário na rede correta; DM continua conversa; Facebook não muda de rota. Guardar payload real sanitizado.,Instagram comes in as a post/comment on the correct network; DM continues the conversation; Facebook does not change route. Keep the real sanitized payload.,nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,,
QA-027,aud-atendimento,,,E13; AUD-13/14/17; TEC-02/07,,media,integracao,Revogação e reconexão,Revocation and reconnection,"Revogar credencial da fonte de teste, observar status/erro e reconectar pelo fluxo autorizado.","Revoke the test source's credential, observe status/error and reconnect through the authorized flow.","Revogação persiste e interface não indica conexão funcional indevida; após reconexão, novos eventos voltam a chegar.","Revocation persists and the interface does not wrongly indicate a working connection; after reconnection, new events arrive again.",nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-122,
QA-AUD-105,aud-atendimento,/:tenant/audience/interactions,Frontends/InfoRadio.Front.React/src/features/audience/interactions,E11; A-021,Onda 2,media,dados,Edição de áudio preserva o original,Audio editing preserves the original,,,O ajuste é salvo como versão e o áudio original continua recuperável,The adjustment is saved as a version and the original audio stays recoverable,liberada,sim,"- Sim, áudio é preservado com a função de desfazer a edição.",,Alisson Delatim,2026-09-24,0,,,
QA-AUD-111,aud-atendimento,/:tenant/audience/interactions,Frontends/InfoRadio.Front.React/src/features/audience/interactions,E13; A-018,Onda 3,baixa,integracao,Nome do contato do WhatsApp sincroniza no cadastro,The WhatsApp contact name syncs into the record,,,"Quando a ferramenta integrada permite, o nome do contato atualiza a ficha do ouvinte","When the integrated tool allows it, the contact name updates the listener record",nao_implementada,sim,"- Sim, é sincronizado.",,,,0,,,Depende de limitação do broker; não localizado na varredura de 2026-09-09
QA-AUD-116,aud-atendimento,,,E10; A-022,Onda 3,media,funcional,Ouvinte participa pelo chatbot sem atendente,A listener takes part through the chatbot with no agent,,,"O fluxo conduz a conversa e cria a participação até o fim, sem intervenção humana","The flow guides the conversation and creates the participation to the end, with no human step",nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,,,0,,,Item de Onda 3; confirmado net-new no plano e não localizado na varredura de 2026-09-09
QA-AUD-117,aud-atendimento,,,E10; A-022,Onda 3,media,funcional,Chatbot coleta os dados mínimos e o consentimento,The chatbot collects the minimum data and consent,,,Os dados e o aceite ficam registrados e a participação vincula ao ouvinte,The data and the acceptance are recorded and the participation links to the listener,nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,,,0,,,Item de Onda 3; não localizado na varredura de 2026-09-09
QA-AUD-118,aud-atendimento,,,E10; A-022,Onda 3,media,funcional,Passar o atendimento para um humano,Hand the conversation over to a human,,,"Em exceção ou a pedido do ouvinte, a conversa vai para a fila de atendentes","On an exception or at the listener's request, the conversation moves to the agent queue",nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,,,0,,,Item de Onda 3; não localizado na varredura de 2026-09-09
QA-028,aud-participacoes,,,E16/E11; AUD-07/18,,alta,funcional,Flags de auto-vínculo,Auto-link flags,Desligar flag da estação e enviar mensagem; ligar estação e desligar programa; ligar ambos e enviar nova mensagem.,Turn off the station flag and send a message; turn on the station and turn off the program; turn on both and send a new message.,Só novas mensagens elegíveis com ambos habilitados geram vínculo; ligar não faz backfill.,Only new eligible messages with both enabled create a link; turning on does not backfill.,nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,"Catálogo anterior: QA-AUD-96, QA-AUD-97","QA-AUD-96 (catálogo anterior): API encontrada; nenhuma tela no front React na varredura de 2026-09-09
QA-AUD-97 (catálogo anterior): API encontrada; sem tela correspondente na varredura de 2026-09-09"
QA-029,aud-participacoes,,,E16/E11; AUD-07/18,,alta,dados,Uma participação por mensagem,One participation per message,Mesmo ouvinte envia três mensagens distintas na grade; reentregar uma e editar seu conteúdo.,The same listener sends three distinct messages within the schedule; redeliver one and edit its content.,Três participações; reentrega/edição da mesma origem identificada não cria quarta. Dedup não significa uma participação por ouvinte/edição.,Three participations; redelivery/edit from the same identified source does not create a fourth. Dedup does not mean one participation per listener/edit.,liberada,sim,- Mesmo já ter vinculado uma mensagem do ouvinte e tentar vincular outra é retornado aviso mostrando que o ouvinte está participando da promoção.,,Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-101,QA-AUD-101 (catálogo anterior): Regra prevista no épico; não verificada na varredura de 2026-09-09
